username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen
@PitZak-wq5wb,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang coba sirinya,2024-09-21T08:12:30Z,bang coba sirinya,bang coba sirinya,3
@Rasyacomz,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang kenapa gak beli iphone 16 yg biasa,2024-09-21T08:12:22Z,bang kenapa gak beli iphone 16 yg biasa,bang kenapa tidak beli iphone 16 yang biasa,3
@panjinegoro4732,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"5:12 typoo ngomong, apa cuma gw doang yang denger yaa",2024-09-21T08:12:18Z,5 12 typoo ngomong apa cuma gw doang yang denger yaa,salah ngomong apa hanya saya saja yang dengar ya,3
@Footballdailyid,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Ko kalo iphone lamanya di kasih saya, saya ga nolak ko 😢",2024-09-21T08:11:05Z,ko kalo iphone lamanya di kasih saya saya ga nolak ko,ko kalo iphone lamanya di kasih saya saya ga nolak ko,3
@Sultan-rd8sb,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Gak pernah melewati chanel ini,tetep setia nonton walaupun cuma pakai samsung a10😊,",2024-09-21T08:10:36Z,gak pernah melewati chanel ini tetep setia nonton walaupun cuma pakai samsung a10,gak pernah melewati chanel ini tetap setia nonton walaupun hanya pakai samsung a10,3
@vorcecrismonwaruwu8130,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim yang nonton video ini pakek Samsung Galaxy J2 Prime😊,2024-09-21T08:10:10Z,tim yang nonton video ini pakek samsung galaxy j2 prime,tim yang nonton video ini pakaik samsung galaxy j2 prime,3
@cahyaditroy2691,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Buat orang tidak mampu hanya bisa nonton doang,2024-09-21T08:09:56Z,buat orang tidak mampu hanya bisa nonton doang,buat orang tidak mampu hanya bisa nonton saja,3
@Gegeajah,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bismilah semoga bisa beli 🤲🏻,2024-09-21T08:09:35Z,bismilah semoga bisa beli,bismilah semoga bisa beli,3
@rulianto7787,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,22:47 sombong kali wk,2024-09-21T08:09:13Z,22 47 sombong kali wk,22 47 sombong kali wk,3
@maqmaqezzz,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,20 juta 60hz 🤢,2024-09-21T08:08:35Z,20 juta 60hz,20 juta 60hz,2
@HanzHabibie,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,nonton cuman buat tau kemajuan teknologi terutama pergadgetan 😂,2024-09-21T08:08:30Z,nonton cuman buat tau kemajuan teknologi terutama pergadgetan,nonton hanya buat tau kemajuan teknologi terutama pergadgetan,3
@ardiwin2662,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Padahal lagi ngumpulin uang buat iphone 11.,2024-09-21T08:07:53Z,padahal lagi ngumpulin uang buat iphone 11,padahal lagi ngumpulin uang buat iphone 11,2
@miftakhurrokhman6335,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Masih suka s24 ul bang,2024-09-21T08:07:29Z,masih suka s24 ul bang,masih suka s24 ul bang,3
@3Fisher3Man3,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Sekarang iPhone 16 Series level nya di bawah Huawei Mate XT Ultimate ! 😅,2024-09-21T08:06:43Z,sekarang iphone 16 series level nya di bawah huawei mate xt ultimate,sekarang iphone 16 series level nya di bawah huawei mate xt ultimate,3
@adhityaaguswibowo0784,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bayar pajaknya berapa tuh yaa.... kacau dah,2024-09-21T08:05:46Z,bayar pajaknya berapa tuh yaa kacau dah,bayar pajaknya berapa tuh yaa kacau dah,3
@dedenmutaqin5233,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Lagi nonton pak ip 13 nihh wkwk,2024-09-21T08:04:47Z,lagi nonton pak ip 13 nihh wkwk,lagi nonton pak ip 13 nihh wkwk,3
@ereinaldy20,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,kenapa ya HPp skrng kgk ada SCROLL fisik.. klo sentuh scroll buat zoom kamera itu ga akurat dan lambat.. lebih baik scroll fisik kan enak.. kayak yg di mobil mewah tahun 2020an.. klo skrng mah mobil udah sentuh semua,2024-09-21T08:04:43Z,kenapa ya hpp skrng kgk ada scroll fisik klo sentuh scroll buat zoom kamera itu ga akurat dan lambat lebih baik scroll fisik kan enak kayak yg di mobil mewah tahun 2020an klo skrng mah mobil udah sentuh semua,kenapa ya hpp skrng kgk ada scroll fisik klo sentuh scroll buat zoom kamera itu ga sayarat dan lambat lebih baik scroll fisik kan enak kayak yang di mobil mewah tahun 2020an klo skrng mah mobil sudah sentuh semua,3
@tery_irawan,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Coba Koh David nanti kalo bikin reviewnya jangan lupa Review Mode Senter Hpnya katanya Cahayanya bisa di Costume bentuk pengeluaran cahayanya!,2024-09-21T08:04:12Z,coba koh david nanti kalo bikin reviewnya jangan lupa review mode senter hpnya katanya cahayanya bisa di costume bentuk pengeluaran cahayanya,coba koh david nanti kalo bikin reviewnya jangan lupa review mode senter hpnya katanya cahayanya bisa di costume bentuk pengeluaran cahayanya,3
@adopmgs3768,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tar dah nunggu ipong 55 bru beli😅,2024-09-21T08:04:12Z,tar dah nunggu ipong 55 bru beli,tar dah nunggu ipong 55 bru beli,3
@ahmadfarhan3456,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"5:12 HAH APA? Kamera apa barusan? Kurang jelas..
Coba ulangi lagi?",2024-09-21T08:03:34Z,5 12 hah apa kamera apa barusan kurang jelas coba ulangi lagi,5 12 hah apa kamera apa barusan kurang jelas coba ulangi lagi,3
@FeriYanto-ou6zj,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Iphone 16 bentuk kamera nya jelek, apa lagi flash nya di simpan di luar... tidak sesuai harga...",2024-09-21T08:03:28Z,iphone 16 bentuk kamera nya jelek apa lagi flash nya di simpan di luar tidak sesuai harga,iphone 16 bentuk kamera nya jelek apa lagi flash nya di simpan di luar tidak sesuai harga,2
@CavendishPratama,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Cukainya berapa,2024-09-21T08:03:07Z,cukainya berapa,cukainya berapa,3
@KusumaGalihAdhi,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Gak tau kenapa gw lebih suka sama vivo x100ultra dari pada iphone 16 😂
Moga aja inden ga lama x100ultranya",2024-09-21T08:03:06Z,gak tau kenapa gw lebih suka sama vivo x100ultra dari pada iphone 16 moga aja inden ga lama x100ultranya,gak tau kenapa saya lebih suka sama vivo x100ultra dari pada iphone 16 moga aja inden ga lama x100ultranya,2
@ipulrasau3999,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bea cukai itu perampok atau pemalak bergajih ya mas😂😂😂 penjahat akhir zaman,2024-09-21T08:03:04Z,bea cukai itu perampok atau pemalak bergajih ya mas penjahat akhir zaman,bea cukai itu perampok atau pemalak bergajih ya mas penjahat akhir zaman,3
@farissaurus666,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,itu tombol kameranya brti ga bisa di pencet setengah kek xperia gitu ya pid?,2024-09-21T08:02:57Z,itu tombol kameranya brti ga bisa di pencet setengah kek xperia gitu ya pid,itu tombol kameranya brti ga bisa di pencet setengah kek xperia gitu ya pid,3
@arifhidayat454,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bukan yg promax🤣🤣🤣,2024-09-21T08:02:22Z,bukan yg promax,bukan yang promax,3
@ChristineBosawerTitin,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mantab untuk upgrade nya ko 😊,2024-09-21T08:02:17Z,mantab untuk upgrade nya ko,mantab untuk upgrade nya ko,2
@wahyutrinugroho8179,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kata” paling tanda tnya yaitu, brp biaya cukai nya?😅",2024-09-21T08:02:14Z,kata paling tanda tnya yaitu brp biaya cukai nya,kata paling tanda tnya yaitu brp biaya cukai nya,3
@dfreindensan3281,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Ada yang tau gak, kenapa kamera hp itu kebanyakkan sebelah kanan? Kenapa gak ada yg kiri?",2024-09-21T08:01:50Z,ada yang tau gak kenapa kamera hp itu kebanyakkan sebelah kanan kenapa gak ada yg kiri,ada yang tau gak kenapa kamera hp itu kebanyakkan sebelah kanan kenapa gak ada yang kiri,3
@ilhammification,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Banyak lawaknya nih bang david😅,2024-09-21T08:01:02Z,banyak lawaknya nih bang david,banyak lawaknya nih bang david,3
@iyankusmayadi3181,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Iphone udh 16😅😅
Samsung j4 plus gua aja masih tetep blm bisa ganti 🙏🙏🙏🙏🙏🙏",2024-09-21T08:00:50Z,iphone udh 16 samsung j4 plus gua aja masih tetep blm bisa ganti,iphone sudah 16 samsung j4 plus saya aja masih tetap blm bisa ganti,3
@semangat-0207,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"ngemis kesekian kali ke bang david gapernah dikasih...

mintanya cuma redmi jelek jelekan bang,buat cari kerjaan",2024-09-21T08:00:23Z,ngemis kesekian kali ke bang david gapernah dikasih mintanya cuma redmi jelek jelekan bang buat cari kerjaan,ngemis kesekian kali ke bang david gapernah dikasih mintanya hanya redmi jelek jelekan bang buat cari kerjaan,3
@MuhammadRizki-rp3gd,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Allhamdulillah sekarang lagi nnton pke hp mito 🌚,2024-09-21T07:59:24Z,allhamdulillah sekarang lagi nnton pke hp mito,allhamdulillah sekarang lagi nnton pke hp mito,3
@achmadrezabai3913,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bang, gua baru subscribe lu nih, iPhone lu yg taun brp buat gua kek wkwk pen bat punya iPhone 😂",2024-09-21T07:58:22Z,bang gua baru subscribe lu nih iphone lu yg taun brp buat gua kek wkwk pen bat punya iphone,bang saya baru subscribe lu nih iphone lu yang taun brp buat saya kek wkwk pen bat punya iphone,3
@catherineriskan3280,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,5:12 mulutnya typo bang 🥲,2024-09-21T07:58:14Z,5 12 mulutnya typo bang,5 12 mulutnya typo bang,3
@lugifadhiswara4743,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Masing bingung nunggu 16 plus atau beli 15 pro🤔,2024-09-21T07:57:47Z,masing bingung nunggu 16 plus atau beli 15 pro,masing bingung nunggu 16 plus atau beli 15 pro,3
@jackolmasinga5367,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Di Kuala Lumpur Ada sih apple stornya hampir dengar gedung TRX,2024-09-21T07:57:26Z,di kuala lumpur ada sih apple stornya hampir dengar gedung trx,di kuala lumpur ada sih apple stornya hampir dengar gedung trx,3
@ytnonongrugat1853,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,2th lagi iPhone 🙏 semoga,2024-09-21T07:56:58Z,2th lagi iphone semoga,2th lagi iphone semoga,3
@adrianfermadi7793,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Yang masih make XS sini kumpul😅,2024-09-21T07:56:21Z,yang masih make xs sini kumpul,yang masih make xs sini kumpul,3
@jadulviewer,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Ada iphone yg ga kepakai ga bang dirumah, klo ada bagi satu bang buat belajr pake iphone",2024-09-21T07:55:24Z,ada iphone yg ga kepakai ga bang dirumah klo ada bagi satu bang buat belajr pake iphone,ada iphone yang ga kepakai ga bang dirumah klo ada bagi satu bang buat belajr pakai iphone,3
@ipulrasau3999,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bea cukai nya merampok ya bang😂😂😂,2024-09-21T07:54:42Z,bea cukai nya merampok ya bang,bea cukai nya merampok ya bang,3
@cahkoya5920,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kapan give away vid? 😂,2024-09-21T07:54:20Z,kapan give away vid,kapan give away vid,3
@donniiskandar8143,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Apa gak boring bentuk itu itu aja ya😅 kamera kontrol ya dah jadul padahal Sony Xperia udah ada dulu,2024-09-21T07:54:14Z,apa gak boring bentuk itu itu aja ya kamera kontrol ya dah jadul padahal sony xperia udah ada dulu,apa gak boring bentuk itu itu aja ya kamera kontrol ya dah jadul padahal sony xperia sudah ada dulu,3
@egaa_rivaldy,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bea cukai nya brp bang,2024-09-21T07:53:55Z,bea cukai nya brp bang,bea cukai nya brp bang,3
@andhikasujito1784,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,10:20 kya hape oppo a37,2024-09-21T07:53:46Z,10 20 kya hape oppo a37,10 20 kya hape oppo a37,3
@_40437,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"""Berapa cukainya?😊""
😁😁",2024-09-21T07:53:40Z,berapa cukainya,berapa cukainya,3
@Babamcat,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Yutuber yg subs nya di bawah gadgetin, pada heboh sendiri eh rame2 deng ngehype-in ""proses"" beli nya 😂
Kalo david mah elegan. Diem2 tiba2 boom keluar video unboxing nya 👍🏻",2024-09-21T07:53:30Z,yutuber yg subs nya di bawah gadgetin pada heboh sendiri eh rame2 deng ngehype in proses beli nya kalo david mah elegan diem2 tiba2 boom keluar video unboxing nya,yutuber yang subs nya di bawah gadgetin pada heboh sendiri eh rame2 deng ngehype in proses beli nya kalo david mah elegan diem2 tiba2 boom keluar video unboxing nya,3
@abdidrisslmn,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,bang david sekalian nonton f1 gak?,2024-09-21T07:51:54Z,bang david sekalian nonton f1 gak,bang david sekalian nonton f1 tidak,3
@Aprilia-n1o,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Beli yg hp lipet 3 juga bang 😊,2024-09-21T07:51:37Z,beli yg hp lipet 3 juga bang,beli yang hp lipat 3 juga bang,3
@fubukinaufal19,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang david bakal nonton F1 gp singapore ga nih?,2024-09-21T07:51:09Z,bang david bakal nonton f1 gp singapore ga nih,bang david akan nonton f1 gp singapore tidak nih,3
@bernardtjokrosaputro5828,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,dejAvu,2024-09-21T07:50:46Z,dejavu,dejavu,3
@randakurniawan5251,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulilah bisa nonton ipon harga 25jt sambil makan nasi + telor dadar ajah...,2024-09-21T07:49:59Z,alhamdulilah bisa nonton ipon harga 25jt sambil makan nasi telor dadar ajah,alhamdulilah bisa nonton iphone harga 25 juta sambil makan nasi telor dadar aja,3
@fadliramadhan6676,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Di china berbondong2 ngantri huawei lipat 3,2024-09-21T07:49:50Z,di china berbondong2 ngantri huawei lipat 3,di china berbondong2 ngantri huawei lipat 3,2
@gilangramadani6124,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kalo gw di kasi iPhone si mimpi apa gw, ngayal dikit😄",2024-09-21T07:49:48Z,kalo gw di kasi iphone si mimpi apa gw ngayal dikit,kalo saya di kasi iphone si mimpi apa saya ngayal dikit,3
@naofalafkar2082,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tim transion holding mana suaranya!,2024-09-21T07:49:12Z,tim transion holding mana suaranya,tim transion holding mana suaranya,3
@Mroni-tj3jw,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,apakah desain iphone 16 super copy akan mirip?? dan akan lebih ada inovasi nya di banding apple? kita liat saja nanti🤣🤣,2024-09-21T07:49:06Z,apakah desain iphone 16 super copy akan mirip dan akan lebih ada inovasi nya di banding apple kita liat saja nanti,apakah desain iphone 16 super copy akan mirip dan akan lebih ada inovasi nya di banding apple kita liat saja nanti,2
@ahmadzainalmushthofa9410,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,berapa cukainya 😅,2024-09-21T07:48:15Z,berapa cukainya,berapa cukainya,3
@hendrakartawidjaja2807,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"45jt tanpa kepala charger, sticker Dll....",2024-09-21T07:47:45Z,45jt tanpa kepala charger sticker dll,45jt tanpa kepala charger sticker dll,3
@hallobrechannel,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,20:36 kok malah jdi willi,2024-09-21T07:46:03Z,20 36 kok malah jdi willi,20 36 kok malah jdi willi,3
@nasibavvang,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,nonton resolusi 2k aja udah seneng bgt 🥹,2024-09-21T07:45:57Z,nonton resolusi 2k aja udah seneng bgt,nonton resolusi 2k aja sudah seneng sekali,3
@muhamadzaelani9363,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,alhamdulilah akhirnya bisa nonton iphone 16,2024-09-21T07:45:36Z,alhamdulilah akhirnya bisa nonton iphone 16,alhamdulilah akhirnya bisa nonton iphone 16,1
@donniiskandar8143,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kebatam kalo ngurus imai nya.... gratis,  balik jakarta lewat ke  Batam aja",2024-09-21T07:45:32Z,kebatam kalo ngurus imai nya gratis balik jakarta lewat ke batam aja,kebatam kalo ngurus imai nya gratis balik jakarta lewat ke batam aja,3
@emyvlog6255,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Msh bertahan lg ntn pake iphone 11 😂,2024-09-21T07:44:29Z,msh bertahan lg ntn pake iphone 11,msh bertahan lg ntn pakai iphone 11,2
@muhammadrahmadhidayatullah911,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Jangan lupa review kantor bea cukai bang. Spa tau ketahuan borok² atau dapet baik² nya,2024-09-21T07:43:31Z,jangan lupa review kantor bea cukai bang spa tau ketahuan borok atau dapet baik nya,jangan lupa review kantor bea cukai bang spa tau ketahuan borok atau dapet baik nya,3
@ifana4516,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ya Allah kapan ya saya bs beli hp baru. 😢,2024-09-21T07:43:22Z,ya allah kapan ya saya bs beli hp baru,ya allah kapan ya saya bisa beli hp baru,3
@Kenarok93,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Konoha seperti biasa selalu ketinggalan update smartphone,2024-09-21T07:42:47Z,konoha seperti biasa selalu ketinggalan update smartphone,konoha seperti biasa selalu ketinggalan update smartphone,3
@HamitLa,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mau bli tpi jauh nya Singakapura 🤣,2024-09-21T07:42:36Z,mau bli tpi jauh nya singakapura,mau beli tetapi jauh nya singapura,1
@siahaan1994,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Sekelas david aja msih kaget beli hp 2 biji 45jt😅
Walaupun bisa balik modal lebih dri itu wkwkw",2024-09-21T07:42:16Z,sekelas david aja msih kaget beli hp 2 biji 45jt walaupun bisa balik modal lebih dri itu wkwkw,sekelas david aja masih kaget beli hp 2 biji 45 juta walaupun bisa balik modal lebih dari itu wkwkwk,3
@bunkandre004,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Cmn bisa nonton doang blum mampu beli😢,2024-09-21T07:41:48Z,cmn bisa nonton doang blum mampu beli,hanya bisa menonton saja belum mampu beli,3
@Marshandacommunity99,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nonton nya masi pakai iphone 11 pm Gold hehe,2024-09-21T07:41:36Z,nonton nya masi pakai iphone 11 pm gold hehe,menonton nya masih pakai iphone 11 pm gold hehe,3
@anset97,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Saya nonton vidio ini pakek IP 6S 😂,2024-09-21T07:41:29Z,saya nonton vidio ini pakek ip 6s,saya nonton video ini pakai ip 6s,3
@Flynusantara,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ipon ipon gitu gitu aj,2024-09-21T07:41:25Z,ipon ipon gitu gitu aj,iphone iphone gitu gitu aja,3
@alkhadrisyahputra,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Ga sabar ngeliat masuk ke indo,2024-09-21T07:40:39Z,ga sabar ngeliat masuk ke indo,tidak sabar melihat masuk ke indonesia,1
@andikadika9861,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kaya nya sebelum rilis I-Phone fikirin dulu desain kamera belakang nya,2024-09-21T07:40:18Z,kaya nya sebelum rilis i phone fikirin dulu desain kamera belakang nya,kaya nya sebelum rilis i phone fikirin dulu desain kamera belakang nya,2
@navig3104,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Pajak Impor bang, cukai buat rokok 😭😭😭",2024-09-21T07:40:00Z,pajak impor bang cukai buat rokok,pajak impor bang cukai buat rokok,3
@fahriaja8625,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bang hp budget 1,3 juta dapat hp apa bang?",2024-09-21T07:39:56Z,bang hp budget 1 3 juta dapat hp apa bang,bang hp budget 1 3 juta dapat hp apa bang,3
@hepihepi5085,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,5:12 kamera apa bang? 😅😅,2024-09-21T07:39:32Z,5 12 kamera apa bang,5 12 kamera apa bang,3
@Ammar-ze4mc,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,tim beli tapi ga nonton 😁,2024-09-21T07:39:26Z,tim beli tapi ga nonton,tim beli tapi ga nonton,3
@Sholehlaper,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Tim niat beli, yang penting niat 😂",2024-09-21T07:38:44Z,tim niat beli yang penting niat,tim niat beli yang penting niat,3
@candrayani9908,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kok menurut ssya kamera  iphone 16 mirip oppo A series ya?,2024-09-21T07:38:14Z,kok menurut ssya kamera iphone 16 mirip oppo a series ya,kok menurut ssya kamera iphone 16 mirip oppo a series ya,3
@EdyNurdiantoro,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kok ga dapet kepala chargernya😅,2024-09-21T07:37:09Z,kok ga dapet kepala chargernya,kok ga dapet kepala chargernya,3
@WiroSableng-v3p,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Srius, ad yang denger pas mau pegang 16 pro abangnya bilang 15 pro .. typo dikit gpp lah yaaa 😅😅",2024-09-21T07:36:16Z,srius ad yang denger pas mau pegang 16 pro abangnya bilang 15 pro typo dikit gpp lah yaaa,srius ad yang denger pas mau pegang 16 pro abangnya bilang 15 pro typo dikit gpp lah yaaa,3
@AkbarMaulanaIrawan,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Pas kalau 16 pro max , gass",2024-09-21T07:35:50Z,pas kalau 16 pro max gass,pas kalau 16 pro max gass,1
@wangling7267,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,tim beli doang ga nonton🗿,2024-09-21T07:35:48Z,tim beli doang ga nonton,tim beli saja ga nonton,3
@mohammaddaffa7571,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Apple store susah buka di indo karena di persulit sama makelar😅,2024-09-21T07:35:30Z,apple store susah buka di indo karena di persulit sama makelar,apple store susah buka di indonesia karena di persulit sama makelar,3
