username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen,comment_final
@zuga8048,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","dari kameranya sepintas warnanya kayak 16e lbh pop out deh bang, 16e kayak hasil JPEG Tp 16 plus kayak hasil RAW kayak agak busem dikit",2025-04-12T11:52:57Z,dari kameranya sepintas warnanya kayak 16e lbh pop out deh bang 16e kayak hasil jpeg tp 16 plus kayak hasil raw kayak agak busem dikit,dari kameranya sepintas warnanya seperti 16e lebih pop out 16e seperti hasil jpeg tapi 16 plus seperti hasil raw seperti agak buram dikit,3.0,kameranya sepintas warnanya 16e pop out 16e hasil jpeg tapi 16 plus hasil raw agak buram dikit
@zuga8048,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Saya sbg fotografer mengakui produk iphone speaker, getar & kameranya keren 👍👍",2025-04-12T11:46:34Z,saya sbg fotografer mengakui produk iphone speaker getar kameranya keren,saya sebagai fotografer mengsayai produk iphone speaker getar kameranya keren,1.0,fotografer mengsayai produk iphone speaker getar kameranya keren
@NovitaMandiri,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","situs yang lagi booming ni buat sekarang namanya 𝐇𝐎𝐊𝐈𝐁𝐎𝐒𝟖𝟗𝟖,, dicoba selagi masih booming karna member baru wajib di kasih wede.. settingannya mantap bukan kaleng kaleng",2025-04-12T06:18:30Z,situs yang lagi booming ni buat sekarang namanya dicoba selagi masih booming karna member baru wajib di kasih wede settingannya mantap bukan kaleng kaleng,situs yang lagi booming ini untuk sekarang namanya dicoba selagi masih booming karna member baru wajib dikasih wede settingannya mantap bukan kaleng kaleng,3.0,situs booming sekarang namanya dicoba selagi booming karna member baru wajib dikasih wede settingannya mantap kaleng kaleng
@johanafredo8494,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending ini upgrade tp boba cuman 1 keliatan simpel drpd boba 3 jelek bgt secara desain 😂,2025-04-12T01:14:30Z,mending ini upgrade tp boba cuman 1 keliatan simpel drpd boba 3 jelek bgt secara desain,lebih baik ini upgrade tapi boba hanya 1 keliatan simpel daripada boba 3 jelek sekali secara desain,1.0,baik upgrade tapi boba 1 keliatan simpel daripada boba 3 jelek sekali secara desain
@joizhc5894,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kak ada rekomendasi gak untuk olshop yg jual ip second ex ibox resmi indo?,2025-04-11T15:22:09Z,kak ada rekomendasi gak untuk olshop yg jual ip second ex ibox resmi indo,kak ada rekomendasi tidak untuk olshop yang jual iphone second ex ibox resmi indonesia,3.0,kak ada rekomendasi olshop jual iphone second ex ibox resmi indonesia
@mrfiqchannel5528,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Gi mana pixel 9a bang?,2025-04-11T04:43:47Z,gi mana pixel 9a bang,gi mana pixel 9a bang,3.0,gi mana pixel 9a bang
@rifannew4615,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",🇵🇸🇵🇸🇵🇸🇮🇩🇮🇩🇮🇩,2025-04-10T08:10:44Z,,,3.0,
@goeruh212,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",ternyata iphone itu made in china hmmm desainnya aja yg california asembling tetep China,2025-04-10T04:04:11Z,ternyata iphone itu made in china hmmm desainnya aja yg california asembling tetep china,ternyata iphone itu made in china desainnya saja yang california asembling tetap china,2.0,ternyata iphone made in china desainnya saja california asembling tetep china
@laiacanarysolo5393,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kenaoa gak di hilangkan saja poni nya...,2025-04-09T19:10:06Z,kenaoa gak di hilangkan saja poni nya,kenapa tidak dihilangkan saja poni nya,2.0,kenapa dihilangkan saja poni nya
@RafAdifero,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",sbg kaum mendang mending dan Pro Android dgn budget segitu mending Pixel 9 Pro,2025-04-09T17:10:42Z,sbg kaum mendang mending dan pro android dgn budget segitu mending pixel 9 pro,sebagai kaum mendang mending dan pro android dengan budget segitu mending pixel 9 pro,2.0,kaum mendang mending pro android budget segitu mending pixel 9 pro
@inmotor14,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Iphone memang gak jual hp makanya mahal jadi kalau butuh hp jangn beli ini wkwk,2025-04-08T17:18:17Z,iphone memang gak jual hp makanya mahal jadi kalau butuh hp jangn beli ini wkwk,iphone memang tidak jual hp makanya mahal jadi kalau butuh hp jangan beli ini wkwk,2.0,iphone memang jual hp makanya mahal kalau butuh hp jangan beli wkwk
@AniRizki-ec9ff,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mahal doang model jadul,2025-04-08T03:08:25Z,mahal doang model jadul,hanya mahal model jadul,2.0,mahal model jadul
@ycdgod4783,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Bang hanya buat masukan saja skrng uda 2025..
Game berat untuk test game berat TOLONG DIGANTI jangan Genshin terus..
Ganti saja patokannya game berat ya WARZONE MOBILE grafik PEAK setting rata kanan harus mulus lancar... karena Warzone Mobile game terberat saat ini.
Karena di Warzone Mobile bisa memfilter hp² kentang... Hp kentang boro² main download saja kgak bisa klo memang kentang.
Bisa untuk seleksi.",2025-04-07T19:40:09Z,bang hanya buat masukan saja skrng uda 2025 game berat untuk test game berat tolong diganti jangan genshin terus ganti saja patokannya game berat ya warzone mobile grafik peak setting rata kanan harus mulus lancar karena warzone mobile game terberat saat ini karena di warzone mobile bisa memfilter hp kentang hp kentang boro main download saja kgak bisa klo memang kentang bisa untuk seleksi,bang hanya untuk masukan saja sekarang sudah 2025 game berat untuk test game berat tolong diganti jangan genshin terus ganti saja patokannya game berat ya warzone mobile grafik peak setting rata kanan harus mulus lancar karena warzone mobile game terberat saat ini karena di warzone mobile bisa memfilter hp kentang hp kentang boro main download saja tidak bisa kalau memang kentang bisa untuk seleksi,3.0,bang masukan saja sekarang 2025 game berat test game berat tolong diganti jangan genshin terus ganti saja patokannya game berat ya warzone mobile grafik peak setting rata kanan mulus lancar warzone mobile game terberat warzone mobile memfilter hp kentang hp kentang boro main download saja kalau memang kentang seleksi
@lutfilukmanhakim1211,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Lanjut nabung lagi ahh,, di seri 16, selain pro udah ada mode cinematic",2025-04-07T17:20:17Z,lanjut nabung lagi ahh di seri 16 selain pro udah ada mode cinematic,lanjut nabung lagi di seri 16 selain pro sudah ada mode cinematic,1.0,lanjut nabung seri 16 selain pro ada mode cinematic
@alvinpradipta9250,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",17:32  siri muncul sendiri di hp😅,2025-04-07T15:47:16Z,17 32 siri muncul sendiri di hp,17 32 siri muncul sendiri di hp,3.0,17 32 siri muncul sendiri hp
@azzahadilah11,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Kalo aku pribadi emang lebih suka hp dgn 1 kamera sih, sampai sekarang aku masih pake iphone SE 2020 haha..",2025-04-07T05:33:00Z,kalo aku pribadi emang lebih suka hp dgn 1 kamera sih sampai sekarang aku masih pake iphone se 2020 haha,kalau saya pribadi memang lebih suka hp dengan 1 kamera sampai sekarang saya masih pakai iphone se 2020 ,1.0,kalau pribadi memang suka hp 1 kamera sampai sekarang pakai iphone se 2020
@Bbalastengtv,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",iPhone daur ulang xr,2025-04-07T02:32:56Z,iphone daur ulang xr,iphone daur ulang xr,2.0,iphone daur ulang xr
@AnggaNurRidwan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Tapi sinyal nya aman gak tuh !??,2025-04-06T15:22:02Z,tapi sinyal nya aman gak tuh,tapi sinyal nya aman tidak,3.0,tapi sinyal nya aman
@muhammadperdananur6162,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","12 juta seharga ip15 sekarang donggg, jadi bagusan mana?",2025-04-06T11:14:49Z,12 juta seharga ip15 sekarang donggg jadi bagusan mana,12 juta seharga iphone 15 sekarang jadi lebih bagus mana,3.0,12 juta seharga iphone 15 sekarang bagus mana
@kokoetohID,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",camera sensor size beda ukurannya tentu hasil videonya pasti berbeda.,2025-04-06T11:11:01Z,camera sensor size beda ukurannya tentu hasil videonya pasti berbeda,camera sensor size beda ukurannya tentu hasil videonya pasti berbeda,3.0,camera sensor size beda ukurannya tentu hasil videonya pasti berbeda
@numberfour848,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","12:20
g usah bnyk gimmik bg, emng kita disuruh beli seri 16 nya",2025-04-06T08:18:31Z,12 20 g usah bnyk gimmik bg emng kita disuruh beli seri 16 nya,12 20 tidak usah banyak gimik bang memang kita disuruh beli seri 16 nya,2.0,12 20 usah gimik bang memang disuruh beli seri 16 nya
@SimonPrayoga-p6m,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Tahun ini Alhamdulillah kebeli iPhone 8 hehehe,",2025-04-06T03:37:57Z,tahun ini alhamdulillah kebeli iphone 8 hehehe,tahun ini alhamdulillah kebeli iphone 8 hehehe,3.0,tahun alhamdulillah kebeli iphone 8 hehehe
@FredyJLesmana,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",XR upgrade 😅😅,2025-04-06T02:58:07Z,xr upgrade,xr upgrade,1.0,xr upgrade
@nogerivan,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",nanggung..tinggal tambah 400 juta bisa dapat rumah KPR,2025-04-05T12:13:20Z,nanggung tinggal tambah 400 juta bisa dapat rumah kpr,tanggung tinggal tambah 400 juta bisa dapat rumah kpr,2.0,tanggung tinggal tambah 400 juta rumah kpr
@Vanzskibidi,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",12 juta ambil iphone 15 aja 😌🗿,2025-04-05T03:27:09Z,12 juta ambil iphone 15 aja,12 juta ambil iphone 15 saja,2.0,12 juta ambil iphone 15 saja
@ikspidihati7142,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",11 juta apaan sih gk jlas,2025-04-04T17:24:24Z,11 juta apaan sih gk jlas,11 juta tidak jelas,2.0,11 juta jelas
@FildaSilsilbilaPermana,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Pixel 9a dong kaaaak,2025-04-04T16:21:27Z,pixel 9a dong kaaaak,pixel 9a dong kaaaak,3.0,pixel 9a dong kaaaak
@TajitirtaIswara-t9q,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Pendiri i phone aja lebih suka pake android dari pada pake i phone😂😂😂😂,2025-04-04T14:19:41Z,pendiri i phone aja lebih suka pake android dari pada pake i phone,pendiri iphone saja lebih suka pakai android daripada pakai iphone,2.0,pendiri iphone saja suka pakai android daripada pake iphone
@WELDING_INDO,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kalau iphone xr masih bisa pakai gak ya hhehehe,2025-04-04T12:46:59Z,kalau iphone xr masih bisa pakai gak ya hhehehe,kalau iphone xr masih bisa pakai tidak,3.0,kalau iphone xr pakai
@BIMAMOTOR-oq4vi,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",bang kaos nya ada link penjualan nya😀👍,2025-04-04T12:28:28Z,bang kaos nya ada link penjualan nya,bang kaos nya ada link penjualan nya,3.0,bang kaos nya ada link penjualan nya
@shortmomens,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Pilih xiaomi 15 256 atau ip15 128? Sya ada ipad air 5, sumpah bingung bgt, hp sellu android krna suka android. Pen nyoba iphone, memori kecil, batere kecil, ksmera cuman 1 yg bagus 😢",2025-04-04T11:45:07Z,pilih xiaomi 15 256 atau ip15 128 sya ada ipad air 5 sumpah bingung bgt hp sellu android krna suka android pen nyoba iphone memori kecil batere kecil ksmera cuman 1 yg bagus,pilih xiaomi 15 256 atau ip15 128 saya ada ipad air 5 sumpah bingung sekali hp selalu android karena suka android ingin coba iphone memori kecil baterai kecil kamera hanya 1 yang bagus,3.0,pilih xiaomi 15 256 ip15 128 ada ipad air 5 sumpah bingung banget hp android suka android ingin coba iphone memori kecil baterai kecil kamera 1 bagus
@zulexpres4068,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Yg beli iphone yg pertama orang kaya,lumayan kaya,kaya dikit yg terakhir orang"" yg hidup nya biasa"" aja tapi menggutamakan gengsi dan gaya",2025-04-04T09:57:00Z,yg beli iphone yg pertama orang kaya lumayan kaya kaya dikit yg terakhir orang yg hidup nya biasa aja tapi menggutamakan gengsi dan gaya,yang beli iphone yang pertama orang kaya lumayan kaya kaya dikit yang terakhir orang yang hidup nya biasa saja tapi mengutamakan gengsi dan gaya,2.0,beli iphone pertama orang kaya lumayan kaya kaya dikit terakhir orang hidup nya biasa saja tapi mengutamakan gengsi gaya
@taufiqadams1,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Hp mahal kok 60hz,2025-04-04T06:22:00Z,hp mahal kok 60hz,hp mahal kok 60hz,2.0,hp mahal kok 60hz
@rikysetiawan5429,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","yang beli Iphone 16E punya filosofi ""Merendah Untuk Meroket"" 😂",2025-04-03T11:45:57Z,yang beli iphone 16e punya filosofi merendah untuk meroket,yang beli iphone 16e punya filosofi merendah untuk meroket,2.0,beli iphone 16e punya filosofi merendah meroket
@fattahilalam9160,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ini sih bahasa gampang nya XR pabrikan baru😂,2025-04-03T07:15:01Z,ini sih bahasa gampang nya xr pabrikan baru,ini sih bahasa msudahnya xr pabrikan baru,2.0,sih bahasa msudahnya xr pabrikan baru
@Darkkkgirl,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Bertahan di 11 pro max since 2020 march,2025-04-03T04:59:14Z,bertahan di 11 pro max since 2020 march,bertahan di 11 pro max since 2020 march,3.0,bertahan 11 pro max since 2020 march
@sukma9471,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Murah aja bagi gw tetap mahal 😂,2025-04-02T16:16:05Z,murah aja bagi gw tetap mahal,murah saja bagi saya tetap mahal,2.0,murah saja tetap mahal
@hanshima21,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",ip 16 ehhh🤣,2025-04-02T07:12:42Z,ip 16 ehhh,iphone 16,3.0,iphone 16
@Reendii,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",mending poco x6 pro dapet 2,2025-04-02T05:47:58Z,mending poco x6 pro dapet 2,lebih baik poco x6 pro dapat 2,2.0,baik poco x6 pro 2
@parmanrosidi8420,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Gak ngerti sama harganya yang diluar nalar. Kita asumsikan semisal Samsung sama iPhone jualan beras . Samsung jual beras harganya 10rb per kg nah iPhone jual beras 100rb per kg. Berasa di tipu gak sih?  Sama-sama beras meski lebih enak beras iPhone ya tetap aja beras kan.,2025-04-02T05:15:15Z,gak ngerti sama harganya yang diluar nalar kita asumsikan semisal samsung sama iphone jualan beras samsung jual beras harganya 10rb per kg nah iphone jual beras 100rb per kg berasa di tipu gak sih sama sama beras meski lebih enak beras iphone ya tetap aja beras kan,tidak mengerti sama harganya yang diluar nalar kita asumsikan semisal samsung dan iphone jualan beras samsung jual beras harganya 10 ribu per kg  iphone jual beras 100 ribu per kg berasa di tipu sama-sama beras meski lebih enak beras iphone ya tetap saja beras kan,2.0,mengerti sama harganya diluar nalar asumsikan semisal samsung iphone jualan beras samsung jual beras harganya 10 ribu per kg iphone jual beras 100 ribu per kg berasa tipu sama-sama beras meski enak beras iphone ya tetap saja beras kan
@raihanrghfr,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",tingkatin lagi kek ke 90Hz pelit banget harga udah segitu,2025-04-02T05:10:15Z,tingkatin lagi kek ke 90hz pelit banget harga udah segitu,tingkatkan lagi ke 90hz pelit sekali harga sudah segitu,2.0,tingkatkan 90hz pelit sekali harga segitu
@andiwijaya4572,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Hp Lawakan 2025 jatuh kepada iphone 16 e 😂😂😂,2025-04-02T01:58:47Z,hp lawakan 2025 jatuh kepada iphone 16 e,hp terlawak 2025 jatuh kepada iphone 16e,2.0,hp terlawak 2025 jatuh kepada iphone 16e
@HadiPriyonors,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Saya kaum mendang mending😂mending g beli,2025-04-02T01:25:36Z,saya kaum mendang mending mending g beli,saya kaum mendang mending lebih baik tidak beli,2.0,kaum mendang mending baik beli
@kimfauzan3643,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kamera 16e lebih bagus ahahahaha sumpah lebih jernih,2025-04-01T15:34:21Z,kamera 16e lebih bagus ahahahaha sumpah lebih jernih,kamera 16e lebih bagus sumpah lebih jernih,1.0,kamera 16e bagus sumpah jernih
@alfasetyaatmaja,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","kenapa ga namanya ip Xr E, mirip 10,11",2025-04-01T14:37:08Z,kenapa ga namanya ip xr e mirip 10 11,kenapa namanya bukan iphone xr e saja mirip 10 11,2.0,kenapa namanya iphone xr e saja mirip 10 11
@Sempakkuncup-d9n,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Termpat Terpercaya SeAsia Bonus 100% Bebas Ip hanya di Cuy138 Menang Berapapun Pasti Di Bayar Proses Cepat Secepat Kilat,2025-04-01T10:31:44Z,termpat terpercaya seasia bonus 100 bebas ip hanya di cuy138 menang berapapun pasti di bayar proses cepat secepat kilat,termpat terpercaya seasia bonus 100 bebas iphone hanya di cuy138 menang berapapun pasti di bayar proses cepat secepat kilat,3.0,termpat terpercaya seasia bonus 100 bebas iphone cuy138 menang berapapun pasti bayar proses cepat secepat kilat
@eylinalin,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",16e atau iphone 13 yg sekaramg di jual 9JTan ko ?,2025-03-31T18:14:45Z,16e atau iphone 13 yg sekaramg di jual 9jtan ko,16e atau iphone 13 yang sekaramg dijual 9 juta kok,2.0,16e iphone 13 sekaramg dijual 9 juta kok
@trisantonugroho,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","Beli 11 12 jutaan dipandang rendah pula sama sesama pemilik ipon ""oooohhh ipon 16e""",2025-03-31T15:46:19Z,beli 11 12 jutaan dipandang rendah pula sama sesama pemilik ipon oooohhh ipon 16e,beli 11 12 juta dipandang rendah pula sama sesama pemilik iphone iphone 16e,2.0,beli 11 12 juta dipandang rendah pula sama sesama pemilik iphone iphone 16e
@clemenclemen4237,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Rencana mau pindah ke 16e dari Samsung A55..hehe,2025-03-31T09:16:29Z,rencana mau pindah ke 16e dari samsung a55 hehe,rencana mau pindah ke 16e dari samsung a55 ,2.0,rencana mau pindah 16e samsung a55
@AgusSalim-ig7hm,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Kyak ip 7 😅,2025-03-31T08:50:25Z,kyak ip 7,seperti iphone 7,2.0,iphone 7
@Amberdelvicenzko,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",paling nunggu bekas nya aja biar murah dikit 🤣😂,2025-03-30T21:25:48Z,paling nunggu bekas nya aja biar murah dikit,paling tunggu bekasnya saja agar murah sedikit,3.0,paling tunggu bekasnya saja murah sedikit
@muhamadiqbalmaulanaakbar,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Nonton ini masih pake xs max? Iya gua 🗿,2025-03-30T20:59:36Z,nonton ini masih pake xs max iya gua,menonton ini masih pakai xs max saya,3.0,menonton pake xs max
@BluePanda_14,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending 16 e atau 15,2025-03-30T12:26:09Z,mending 16 e atau 15,lebih baik 16e atau 15,3.0,baik 16e 15
@LifebyZandi,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Malah lebih suka yang 16e.,2025-03-30T11:49:48Z,malah lebih suka yang 16e,lebih suka yang 16e,1.0,suka 16e
@band.ono21,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Ip paling ngga worth it,2025-03-30T03:47:09Z,ip paling ngga worth it,iphone paling tidaka worth it,2.0,iphone paling tidaka worth it
@Jovitadessy,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...",Mending mana ya Drpd ip 13?,2025-03-30T03:09:48Z,mending mana ya drpd ip 13,lebih baik mana ya daripada ip 13,3.0,baik mana ya daripada ip 13
@apelben,"Sebelum anda beli ""iPhone Murah"" iPhone 16e...","bang mau nanya, ini agak oot sih, bedanya iphone 16 dan 16 plus apa ya?",2025-03-30T02:17:11Z,bang mau nanya ini agak oot sih bedanya iphone 16 dan 16 plus apa ya,bang ingin bertanya ini agak diluar konteks bedanya iphone 16 dan 16 plus apa ya,3.0,bang ingin bertanya agak diluar konteks bedanya iphone 16 16 plus ya
